Origin,Destination,Cost_FTL,Cost_LTL
FAC013,Long Beach,4754.730161,402.777848
FAC013,Los Angeles,4728.786466,400.463566
FAC013,Louisville,1842.779786,179.2654137
FAC013,Memphis,1976.4348,187.7556488
FAC013,Mesa,4470.016784,377.3802688
FAC013,Miami,3099.373707,319.2471498
FAC013,Milwaukee,1299.762508,111.9517258
FAC013,Minneapolis,800.4237327,50.05252689
FAC013,Nashville,1913.489218,180.3849815
FAC013,New Orleans,2487.345065,247.5811275
FAC013,New York,3988.986898,320.800314
FAC013,Oakland,4950.81719,420.2696002
FAC013,Oklahoma City,2210.731183,192.3553582
FAC013,Omaha,1358.77201,119.2666813
FAC013,Philadelphia,3905.654189,313.7239213
FAC013,Phoenix,4439.413618,374.6503432
FAC013,Portland,4517.943147,381.6554933
FAC013,Raleigh,3213.280587,299.6103069
FAC013,Sacramento,4790.774949,405.9931882
FAC013,San Antonio,3047.670083,276.8099577
FAC013,San Diego,4854.984951,411.7209788
FAC013,San Francisco,4960.54474,421.1373369
FAC013,San Jose,5031.457885,427.4630748
FAC013,Seattle,4182.924905,351.7705177
FAC013,Tucson,4522.102509,382.0265251
FAC013,Tulsa,2236.270612,194.9325145
FAC013,Virginia Beach,3403.569578,319.2922675
FAC013,Washington,3853.978762,309.335781
FAC013,Wichita,1744.333363,167.0617656
FAC014,Albuquerque,3765.228707,314.5103356
FAC014,Arlington,2696.056211,241.3289821
FAC014,Atlanta,1541.998446,136.8849488
FAC014,Austin,3013.754539,273.3875768
FAC014,Baltimore,1926.787523,145.6838096
FAC014,Boston,2812.566622,220.9018226
FAC014,Charlotte,1393.705919,119.5205073
FAC014,Chicago,1319.529504,114.4020887
FAC014,Cleveland,1009.144453,75.92603405
FAC014,Colorado Springs,2746.172143,291.2520368
FAC014,Columbus,800.6969655,50.08639747
FAC014,Dallas,2661.84732,237.8769999
FAC014,Denver,2666.73061,281.4042791
FAC014,Detroit,1102.626941,87.51434123
FAC014,El Paso,4043.625627,385.49451
FAC014,Fort Worth,2719.513775,243.6960595
FAC014,Fresno,5637.013008,481.4810291
FAC014,Houston,3010.181278,273.0270029
FAC014,Indianapolis,1058.791672,82.08041904
FAC014,Jacksonville,1890.960979,177.7470179
FAC014,Kansas City,1773.574624,170.6865806
FAC014,Las Vegas,4894.764655,415.2694885
FAC014,Long Beach,5388.963679,459.3540306
FAC014,Los Angeles,5363.019858,457.0397373
FAC014,Louisville,1106.292826,87.96877287
FAC014,Memphis,1558.272642,138.7905899
FAC014,Mesa,4737.417522,401.2334909
FAC014,Miami,2340.207457,230.3519222
FAC014,Milwaukee,1451.725873,130.7894588
FAC014,Minneapolis,1926.853971,189.6874458
FAC014,Nashville,1294.41118,107.893504
FAC014,New Orleans,1989.18458,189.2485952
FAC014,New York,2244.494099,172.6626098
FAC014,Oakland,5782.525196,494.461302
FAC014,Oklahoma City,2447.043134,216.2013417
FAC014,Omaha,1964.183345,194.314882
FAC014,Philadelphia,2056.980561,156.7394572
FAC014,Phoenix,4706.81423,398.5035541
FAC014,Portland,5770.616598,493.3990071
FAC014,Raleigh,1799.091166,153.3379433
FAC014,Sacramento,5622.48283,480.1848787
FAC014,San Antonio,3157.821599,287.9252281
FAC014,San Diego,5489.218343,468.2971501
FAC014,San Francisco,5792.252747,495.3290386
FAC014,San Jose,5863.165891,501.6547765
FAC014,Seattle,5721.422053,489.0106556
FAC014,Tucson,4789.503121,405.879736
FAC014,Tulsa,2260.649315,197.3925431
FAC014,Virginia Beach,1989.380156,173.0199039
FAC014,Washington,1917.633727,144.9064935
FAC014,Wichita,2071.573396,207.6272031
FAC015,Albuquerque,4725.451611,400.1660835
FAC015,Arlington,3467.429717,319.1674485
FAC015,Atlanta,1793.709539,166.3592766
FAC015,Austin,3785.128045,351.2260433
FAC015,Baltimore,1068.402177,72.79200139
FAC015,Boston,1625.877947,120.131366
FAC015,Charlotte,1478.688715,129.4716412
FAC015,Chicago,1930.321324,190.117267
FAC015,Cleveland,1439.2245,129.2397595
FAC015,Colorado Springs,3445.131289,377.8966424
FAC015,Columbus,1499.24322,136.6798201
FAC015,Dallas,3433.220715,315.7154551
FAC015,Denver,3365.689756,368.0488847
FAC015,Detroit,1668.524046,157.6642659
FAC015,El Paso,4876.13097,471.6021576
FAC015,Fort Worth,3490.88717,321.5345147
FAC015,Fresno,6597.235912,567.136777
FAC015,Houston,3573.502473,329.8711356
FAC015,Indianapolis,1757.750818,168.7250246
FAC015,Jacksonville,1899.562569,178.7542285
FAC015,Kansas City,2472.533771,257.3311861
FAC015,Las Vegas,5854.987559,500.9252364
FAC015,Long Beach,6349.186583,545.0097785
FAC015,Los Angeles,6323.242762,542.6954852
FAC015,Louisville,1801.908038,174.1988566
FAC015,Memphis,2116.649246,204.1741804
FAC015,Mesa,5697.640426,486.8892388
FAC015,Miami,2348.809048,231.3591329
FAC015,Milwaukee,2062.517693,206.5046371
FAC015,Minneapolis,2537.645792,265.4026241
FAC015,Nashville,1840.573895,171.8468988
FAC015,New Orleans,2387.37204,235.8746998
FAC015,New York,1057.805424,71.89215318
FAC015,Oakland,6651.838647,572.0075607
FAC015,Oklahoma City,3295.627732,301.831096
FAC015,Omaha,2596.96837,272.7563892
FAC015,Philadelphia,800.8666587,50.07359436
FAC015,Phoenix,5667.037134,484.159302
FAC015,Portland,6639.930049,570.9452658
FAC015,Raleigh,1601.002614,132.849259
FAC015,Sacramento,6491.79628,557.7311374
FAC015,San Antonio,3924.072246,365.2467524
FAC015,San Diego,6449.441247,553.952898
FAC015,San Francisco,6661.566197,572.8752973
FAC015,San Jose,6732.479341,579.2010353
FAC015,Seattle,6560.52159,563.8617117
FAC015,Tucson,5718.525469,488.7522687
FAC015,Tulsa,3109.233914,283.0222974
FAC015,Virginia Beach,1319.339381,103.7162828
FAC015,Washington,1173.944899,81.75440955
FAC015,Wichita,2770.532542,294.2718087
FAC016,Albuquerque,3285.951126,271.7568463
FAC016,Arlington,2032.228195,174.3428148
FAC016,Atlanta,1126.926525,88.28174377
FAC016,Austin,2349.926523,206.4014095
FAC016,Baltimore,2647.911454,206.9197422
FAC016,Boston,3713.540089,297.4101011
FAC016,Charlotte,1334.799257,112.6227808
FAC016,Chicago,1463.852139,132.2926591
FAC016,Cleveland,1571.54438,145.6424403
FAC016,Colorado Springs,2595.293567,272.5487767
FAC016,Columbus,1363.283713,119.8259625
FAC016,Dallas,1998.019193,170.8908213
FAC016,Denver,2515.852034,262.701019
FAC016,Detroit,1592.3775,148.2249625
FAC016,El Paso,3327.188598,311.3920341
FAC016,Fort Worth,2055.685648,176.709881
FAC016,Fresno,5157.735301,438.7275286
FAC016,Houston,2340.204076,205.420328
FAC016,Indianapolis,1226.110692,102.821675
FAC016,Jacksonville,1575.119393,140.7632747
FAC016,Kansas City,1622.696048,151.9833205
FAC016,Las Vegas,4687.489216,396.779685
FAC016,Long Beach,4909.685972,416.6005301
FAC016,Los Angeles,4883.742277,414.286248
FAC016,Louisville,1058.535502,82.04866361
FAC016,Memphis,1077.745336,82.52282999
FAC016,Mesa,4258.139815,358.4799904
FAC016,Miami,1988.198589,189.1331398
FAC016,Milwaukee,1596.048508,148.6800293
FAC016,Minneapolis,2070.678905,207.51632
FAC016,Nashville,800.890813,50.10431051
FAC016,New Orleans,1494.714062,131.348143
FAC016,New York,3145.467566,249.1708883
FAC016,Oakland,5493.983894,468.7222565
FAC016,Oklahoma City,2023.157755,173.4275265
FAC016,Omaha,1897.304848,186.0244676
FAC016,Philadelphia,2915.783351,229.6667136
FAC016,Phoenix,4227.536649,355.7500648
FAC016,Portland,5678.73948,485.2031983
FAC016,Raleigh,1858.705303,159.5039495
FAC016,Sacramento,5482.112876,467.6633139
FAC016,San Antonio,2493.993472,220.9390496
FAC016,San Diego,4921.253581,417.6324073
FAC016,San Francisco,5515.402855,470.632914
FAC016,San Jose,5445.604303,464.4066022
FAC016,Seattle,5793.494912,495.4398448
FAC016,Tucson,4094.511345,343.8836723
FAC016,Tulsa,1908.26481,161.8338036
FAC016,Virginia Beach,2195.662663,194.356105
FAC016,Washington,2547.798614,198.4184252
FAC016,Wichita,1920.69482,188.923943
FAC017,Albuquerque,3497.828095,290.6571247
FAC017,Arlington,2592.589259,230.8882439
FAC017,Atlanta,2238.101563,218.3957443
FAC017,Austin,2903.603134,262.2723177
FAC017,Baltimore,3824.84334,306.8616781
FAC017,Boston,4492.266364,363.5374721
FAC017,Charlotte,2333.924469,229.6162103
FAC017,Chicago,1405.66476,125.0796159
FAC017,Cleveland,1912.516317,187.9101167
FAC017,Colorado Springs,2253.696026,230.203549
FAC017,Columbus,1921.003322,188.9621857
FAC017,Dallas,2574.47537,229.0603909
FAC017,Denver,2152.507577,217.659993
FAC017,Detroit,1823.892826,176.9241421
FAC017,El Paso,3872.396607,367.7839594
FAC017,Fort Worth,2562.940857,227.8964557
FAC017,Fresno,5002.77949,424.9048466
FAC017,Houston,3006.709983,272.6767184
FAC017,Indianapolis,1674.896093,158.4541597
FAC017,Jacksonville,2686.294431,270.8772753
FAC017,Kansas City,1443.675546,129.7915216
FAC017,Las Vegas,4184.626331,351.9222917
FAC017,Long Beach,4754.730161,402.777848
FAC017,Los Angeles,4728.786466,400.463566
FAC017,Louisville,1842.779786,179.2654137
FAC017,Memphis,1976.4348,187.7556488
FAC017,Mesa,4470.016784,377.3802688
FAC017,Miami,3099.373707,319.2471498
FAC017,Milwaukee,1299.762508,111.9517258
FAC017,Minneapolis,800.4237327,50.05252689
FAC017,Nashville,1913.489218,180.3849815
FAC017,New Orleans,2487.345065,247.5811275
FAC017,New York,3988.986898,320.800314
FAC017,Oakland,4950.81719,420.2696002
FAC017,Oklahoma City,2210.731183,192.3553582
FAC017,Omaha,1358.77201,119.2666813
FAC017,Philadelphia,3905.654189,313.7239213
FAC017,Phoenix,4439.413618,374.6503432
FAC017,Portland,4517.943147,381.6554933
FAC017,Raleigh,3213.280587,299.6103069
FAC017,Sacramento,4790.774949,405.9931882
FAC017,San Antonio,3047.670083,276.8099577
FAC017,San Diego,4854.984951,411.7209788
FAC017,San Francisco,4960.54474,421.1373369
FAC017,San Jose,5031.457885,427.4630748
FAC017,Seattle,4182.924905,351.7705177
FAC017,Tucson,4522.102509,382.0265251
FAC017,Tulsa,2236.270612,194.9325145
FAC017,Virginia Beach,3403.569578,319.2922675
FAC017,Washington,3853.978762,309.335781
FAC017,Wichita,1744.333363,167.0617656
FAC018,Albuquerque,3765.228707,314.5103356
FAC018,Arlington,2696.056211,241.3289821
FAC018,Atlanta,1541.998446,136.8849488
FAC018,Austin,3013.754539,273.3875768
FAC018,Baltimore,1926.787523,145.6838096
FAC018,Boston,2812.566622,220.9018226
FAC018,Charlotte,1393.705919,119.5205073
FAC018,Chicago,1319.529504,114.4020887
FAC018,Cleveland,1009.144453,75.92603405
FAC018,Colorado Springs,2746.172143,291.2520368
FAC018,Columbus,800.6969655,50.08639747
FAC018,Dallas,2661.84732,237.8769999
FAC018,Denver,2666.73061,281.4042791
FAC018,Detroit,1102.626941,87.51434123
FAC018,El Paso,4043.625627,385.49451
FAC018,Fort Worth,2719.513775,243.6960595
FAC018,Fresno,5637.013008,481.4810291
FAC018,Houston,3010.181278,273.0270029
FAC018,Indianapolis,1058.791672,82.08041904
FAC018,Jacksonville,1890.960979,177.7470179
FAC018,Kansas City,1773.574624,170.6865806
FAC018,Las Vegas,4894.764655,415.2694885
FAC018,Long Beach,5388.963679,459.3540306
FAC018,Los Angeles,5363.019858,457.0397373
FAC018,Louisville,1106.292826,87.96877287
FAC018,Memphis,1558.272642,138.7905899
FAC018,Mesa,4737.417522,401.2334909
FAC018,Miami,2340.207457,230.3519222
FAC018,Milwaukee,1451.725873,130.7894588
FAC018,Minneapolis,1926.853971,189.6874458
FAC018,Nashville,1294.41118,107.893504
FAC018,New Orleans,1989.18458,189.2485952
FAC018,New York,2244.494099,172.6626098
FAC018,Oakland,5782.525196,494.461302
FAC018,Oklahoma City,2447.043134,216.2013417
FAC018,Omaha,1964.183345,194.314882
FAC018,Philadelphia,2056.980561,156.7394572
FAC018,Phoenix,4706.81423,398.5035541
FAC018,Portland,5770.616598,493.3990071
FAC018,Raleigh,1799.091166,153.3379433
FAC018,Sacramento,5622.48283,480.1848787
FAC018,San Antonio,3157.821599,287.9252281
FAC018,San Diego,5489.218343,468.2971501
FAC018,San Francisco,5792.252747,495.3290386
FAC018,San Jose,5863.165891,501.6547765
FAC018,Seattle,5721.422053,489.0106556
FAC018,Tucson,4789.503121,405.879736
FAC018,Tulsa,2260.649315,197.3925431
FAC018,Virginia Beach,1989.380156,173.0199039
FAC018,Washington,1917.633727,144.9064935
FAC018,Wichita,2071.573396,207.6272031
FAC019,Albuquerque,3516.788868,292.348502
FAC019,Arlington,2533.906141,224.9665938
FAC019,Atlanta,1708.479582,156.3792012
FAC019,Austin,2853.19061,257.1852444
FAC019,Baltimore,2745.209126,215.1820026
FAC019,Boston,3412.631986,271.8577827
FAC019,Charlotte,1803.865092,167.5484499
FAC019,Chicago,800.1938887,50.0240349
FAC019,Cleveland,1309.375472,113.1433712
FAC019,Colorado Springs,2386.05241,246.610755
FAC019,Columbus,1317.862477,114.1954402
FAC019,Dallas,2499.631604,221.5079874
FAC019,Denver,2284.863961,234.0671989
FAC019,Detroit,1220.751981,102.1573966
FAC019,El Paso,3861.693624,366.6769291
FAC019,Fort Worth,2553.023809,226.895737
FAC019,Fresno,5184.609332,441.1248003
FAC019,Houston,2924.662381,264.3973835
FAC019,Indianapolis,1071.75534,83.68742557
FAC019,Jacksonville,2156.67245,208.8607321
FAC019,Kansas City,1576.032021,146.1987389
FAC019,Las Vegas,4366.456173,368.1422455
FAC019,Long Beach,4936.560003,418.9978018
FAC019,Los Angeles,4910.616308,416.6835197
FAC019,Louisville,1239.639032,104.4986796
FAC019,Memphis,1494.814647,131.3599211
FAC019,Mesa,4488.977558,379.0716461
FAC019,Miami,2569.751646,257.2305972
FAC019,Milwaukee,934.7202844,66.70024059
FAC019,Minneapolis,1409.848474,125.5982389
FAC019,Nashville,1383.867237,118.3684383
FAC019,New Orleans,2005.724912,191.1853997
FAC019,New York,2909.35252,229.1206245
FAC019,Oakland,5132.647032,436.489554
FAC019,Oklahoma City,2227.487521,194.0462223
FAC019,Omaha,1491.128394,135.6738872
FAC019,Philadelphia,2826.019976,222.0442457
FAC019,Phoenix,4458.374391,376.3417205
FAC019,Portland,5120.73856,435.4272703
FAC019,Raleigh,2422.994381,217.8694669
FAC019,Sacramento,4972.604791,422.2131419
FAC019,San Antonio,2997.257559,271.7228844
FAC019,San Diego,5036.814793,427.9409326
FAC019,San Francisco,5142.374583,437.3572906
FAC019,San Jose,5213.287853,443.6830398
FAC019,Seattle,5011.165205,425.6528861
FAC019,Tucson,4541.063283,383.7179025
FAC019,Tulsa,2041.093814,175.2374348
FAC019,Virginia Beach,2613.283372,237.5514275
FAC019,Washington,2774.344385,217.6560915
FAC019,Wichita,1876.689747,183.4689715
FAC020,Albuquerque,4395.572085,370.739502
FAC020,Arlington,2989.80014,270.9703643
FAC020,Atlanta,1336.658593,112.8405013
FAC020,Austin,3282.013575,300.4573061
FAC020,Baltimore,1631.296857,120.5915255
FAC020,Boston,2694.547749,210.8799727
FAC020,Charlotte,1021.637769,75.95286591
FAC020,Chicago,2038.677594,203.5493628
FAC020,Cleveland,1654.077977,155.8734975
FAC020,Colorado Springs,3373.293889,368.9915107
FAC020,Columbus,1561.067116,144.3436543
FAC020,Dallas,2955.722205,267.5315968
FAC020,Denver,3293.852356,359.143753
FAC020,Detroit,1861.742041,181.6160191
FAC020,El Paso,4352.430102,417.4347578
FAC020,Fort Worth,3009.565482,272.9648636
FAC020,Fresno,6267.356386,537.7101955
FAC020,Houston,2965.373897,268.5055386
FAC020,Indianapolis,1767.859105,169.9780714
FAC020,Jacksonville,1390.020936,119.089011
FAC020,Kansas City,2400.696371,248.4260545
FAC020,Las Vegas,5756.298076,492.1217373
FAC020,Long Beach,6019.306931,515.5831858
FAC020,Los Angeles,5993.363236,513.2689037
FAC020,Louisville,1648.280117,155.1547812
FAC020,Memphis,1787.584946,165.6421121
FAC020,Mesa,5367.760774,457.4626461
FAC020,Miami,1839.267334,171.693906
FAC020,Milwaukee,2170.873963,219.936733
FAC020,Minneapolis,2646.002062,278.8347199
FAC020,Nashville,1511.509676,133.3148399
FAC020,New Orleans,1947.164066,184.3281669
FAC020,New York,2126.475225,162.6407599
FAC020,Oakland,6603.604979,567.7049234
FAC020,Oklahoma City,3003.770957,272.3801444
FAC020,Omaha,2668.001488,281.5618201
FAC020,Philadelphia,1896.79101,143.1365852
FAC020,Phoenix,5337.157608,454.7327205
FAC020,Portland,6737.514742,579.6502133
FAC020,Raleigh,800.201813,50.02087391
FAC020,Sacramento,6589.380974,566.4360849
FAC020,San Antonio,3315.943781,303.8811665
FAC020,San Diego,5996.185036,513.5206197
FAC020,San Francisco,6625.023814,569.6155697
FAC020,San Jose,6555.225388,563.3892692
FAC020,Seattle,6709.380321,577.1405097
FAC020,Tucson,5169.442674,439.7718734
FAC020,Tulsa,2888.878012,260.7864215
FAC020,Virginia Beach,1246.702521,96.20331096
FAC020,Washington,1530.262005,112.0119137
FAC020,Wichita,2698.695142,285.3666771
FAC021,Albuquerque,2464.04847,198.4398212
FAC021,Arlington,1305.911877,101.0510204
FAC021,Atlanta,2087.221724,200.7283393
FAC021,Austin,945.5757824,64.6898948
FAC021,Baltimore,5139.260021,418.4784584
FAC021,Boston,6204.888656,508.9688174
FAC021,Charlotte,2406.037122,238.0603036
FAC021,Chicago,2610.853519,274.4776246
FAC021,Cleveland,2952.588202,316.8398528
FAC021,Colorado Springs,2571.135725,269.5541143
FAC021,Columbus,2744.327444,291.0233636
FAC021,Dallas,1298.319836,100.2849158
FAC021,Denver,2494.072091,260.0011265
FAC021,Detroit,2973.421231,319.4223636
FAC021,El Paso,1872.507227,160.9315094
FAC021,Fort Worth,1287.825756,99.22596955
FAC021,Fresno,4014.434483,336.7404938
FAC021,Houston,1154.719177,85.79432857
FAC021,Indianapolis,2533.841301,264.9310105
FAC021,Jacksonville,2187.864673,212.5132124
FAC021,Kansas City,2008.712286,199.8347934
FAC021,Las Vegas,3904.074076,326.8959013
FAC021,Long Beach,3567.986865,296.9155694
FAC021,Los Angeles,3552.419894,295.5269329
FAC021,Louisville,2439.579324,253.2460761
FAC021,Memphis,1751.745147,161.4454199
FAC021,Mesa,2796.108541,228.0609161
FAC021,Miami,2600.943868,260.8830774
FAC021,Milwaukee,2723.21949,288.4067724
FAC021,Minneapolis,2655.516034,280.0140942
FAC021,Nashville,2025.798908,193.5359816
FAC021,New Orleans,1508.950104,133.0151246
FAC021,New York,5636.816133,460.7296045
FAC021,Oakland,4305.469667,362.7020037
FAC021,Oklahoma City,1645.359778,135.3043411
FAC021,Omaha,2261.600519,231.1834084
FAC021,Philadelphia,5407.131918,441.2254299
FAC021,Phoenix,2801.404491,228.5333362
FAC021,Portland,5518.10387,470.8738554
FAC021,Raleigh,3516.650077,330.9884036
FAC021,Sacramento,4330.75426,364.9574911
FAC021,San Antonio,801.0025013,50.10116132
FAC021,San Diego,3396.068956,281.5798
FAC021,San Francisco,4326.888629,364.6126613
FAC021,San Jose,4245.729349,357.3729268
FAC021,Seattle,5822.645513,498.0401957
FAC021,Tucson,2569.32672,207.8310649
FAC021,Tulsa,1763.349697,147.2105763
FAC021,Virginia Beach,3885.589436,369.1485193
FAC021,Washington,5039.147182,409.9771415
FAC021,Wichita,1727.255238,164.9447214
FAC022,Albuquerque,2487.775674,200.5563833
FAC022,Arlington,3440.045343,316.4041209
FAC022,Atlanta,3610.895603,379.1442479
FAC022,Austin,3663.154556,338.9178304
FAC022,Baltimore,7256.938492,598.3061006
FAC022,Boston,8013.6932,662.5677044
FAC022,Charlotte,3818.768254,403.4852755
FAC022,Chicago,3394.877405,371.6670537
FAC022,Cleveland,3879.771529,431.7756599
FAC022,Colorado Springs,2015.053684,200.6208878
FAC022,Columbus,3780.661534,419.4897539
FAC022,Dallas,3456.594528,318.0740813
FAC022,Denver,1917.037718,188.4706002
FAC022,Detroit,3791.148038,420.7896853
FAC022,El Paso,2689.663513,245.4515741
FAC022,Fort Worth,3409.48291,313.3200989
FAC022,Fresno,1623.515849,123.4609284
FAC022,Houston,3888.829141,361.6904088
FAC022,Indianapolis,3521.585422,387.374075
FAC022,Jacksonville,4052.485637,430.8526143
FAC022,Kansas City,2806.519951,298.7328917
FAC022,Las Vegas,801.7711507,50.15799377
FAC022,Long Beach,1375.46652,101.3339298
FAC022,Los Angeles,1349.522699,99.01963656
FAC022,Louisville,3562.255436,392.4156247
FAC022,Memphis,3189.943356,329.852481
FAC022,Mesa,1936.415933,151.3728752
FAC022,Miami,4465.564913,479.2224888
FAC022,Milwaukee,3455.472417,379.1785526
FAC022,Minneapolis,3265.659928,355.6489539
FAC022,Nashville,3286.283178,341.1334757
FAC022,New Orleans,3410.268935,355.651695
FAC022,New York,7510.413734,619.8305462
FAC022,Oakland,1959.764442,153.4556562
FAC022,Oklahoma City,3265.49538,298.7904729
FAC022,Omaha,2711.165134,286.9124863
FAC022,Philadelphia,7387.13153,609.3617483
FAC022,Phoenix,1905.812641,148.6429384
FAC022,Portland,3135.243034,258.3130779
FAC022,Raleigh,5525.597487,538.7777432
FAC022,Sacramento,1947.893299,152.3967025
FAC022,San Antonio,3541.954366,326.6876503
FAC022,San Diego,1475.721184,110.2770494
FAC022,San Francisco,1981.183403,155.3663138
FAC022,San Jose,1911.384851,149.140002
FAC022,Seattle,3367.17262,279.0021305
FAC022,Tucson,2136.133558,169.1884913
FAC022,Tulsa,3394.983602,311.8569894
FAC022,Virginia Beach,5715.886478,558.4597038
FAC022,Washington,7247.784696,597.5287845
FAC022,Wichita,2683.029337,283.4247074
FAC023,Albuquerque,2464.04847,198.4398212
FAC023,Arlington,1305.911877,101.0510204
FAC023,Atlanta,2087.221724,200.7283393
FAC023,Austin,945.5757824,64.6898948
FAC023,Baltimore,5139.260021,418.4784584
FAC023,Boston,6204.888656,508.9688174
FAC023,Charlotte,2406.037122,238.0603036
FAC023,Chicago,2610.853519,274.4776246
FAC023,Cleveland,2952.588202,316.8398528
FAC023,Colorado Springs,2571.135725,269.5541143
FAC023,Columbus,2744.327444,291.0233636
FAC023,Dallas,1298.319836,100.2849158
FAC023,Denver,2494.072091,260.0011265
FAC023,Detroit,2973.421231,319.4223636
FAC023,El Paso,1872.507227,160.9315094
FAC023,Fort Worth,1287.825756,99.22596955
FAC023,Fresno,4014.434483,336.7404938
FAC023,Houston,1154.719177,85.79432857
FAC023,Indianapolis,2533.841301,264.9310105
FAC023,Jacksonville,2187.864673,212.5132124
FAC023,Kansas City,2008.712286,199.8347934
FAC023,Las Vegas,3904.074076,326.8959013
FAC023,Long Beach,3567.986865,296.9155694
FAC023,Los Angeles,3552.419894,295.5269329
FAC023,Louisville,2439.579324,253.2460761
FAC023,Memphis,1751.745147,161.4454199
FAC023,Mesa,2796.108541,228.0609161
FAC023,Miami,2600.943868,260.8830774
FAC023,Milwaukee,2723.21949,288.4067724
FAC023,Minneapolis,2655.516034,280.0140942
FAC023,Nashville,2025.798908,193.5359816
FAC023,New Orleans,1508.950104,133.0151246
FAC023,New York,5636.816133,460.7296045
FAC023,Oakland,4305.469667,362.7020037
FAC023,Oklahoma City,1645.359778,135.3043411
FAC023,Omaha,2261.600519,231.1834084
FAC023,Philadelphia,5407.131918,441.2254299
FAC023,Phoenix,2801.404491,228.5333362
FAC023,Portland,5518.10387,470.8738554
FAC023,Raleigh,3516.650077,330.9884036
FAC023,Sacramento,4330.75426,364.9574911
FAC023,San Antonio,801.0025013,50.10116132
FAC023,San Diego,3396.068956,281.5798
FAC023,San Francisco,4326.888629,364.6126613
FAC023,San Jose,4245.729349,357.3729268
FAC023,Seattle,5822.645513,498.0401957
FAC023,Tucson,2569.32672,207.8310649
FAC023,Tulsa,1763.349697,147.2105763
FAC023,Virginia Beach,3885.589436,369.1485193
FAC023,Washington,5039.147182,409.9771415
FAC023,Wichita,1727.255238,164.9447214
FAC024,Albuquerque,2859.210486,233.6898636
FAC024,Arlington,2440,180
FAC024,Atlanta,2240,160
FAC024,Austin,2870,220
FAC024,Baltimore,3870,320
FAC024,Boston,5290,390
FAC024,Charlotte,2570,210
FAC024,Chicago,2750,200
FAC024,Cleveland,3050,250
FAC024,Colorado Springs,2506.151423,261.4985087
FAC024,Columbus,2470,190
FAC024,Dallas,2590,190
FAC024,Denver,2426.70989,251.650751
FAC024,Detroit,3180,240
FAC024,El Paso,2920.17461,269.2937854
FAC024,Fort Worth,2720,200
FAC024,Fresno,4730.994787,400.6605571
FAC024,Houston,2950,220
FAC024,Indianapolis,2110,160
FAC024,Jacksonville,2680,220
FAC024,Kansas City,2140,170
FAC024,Las Vegas,3986.020659,334.2058664
FAC024,Long Beach,4482.945458,378.5335586
FAC024,Los Angeles,4457.001637,376.2192653
FAC024,Louisville,1960,160
FAC024,Memphis,800.8053639,50.09430478
FAC024,Mesa,3831.399301,320.4130189
FAC024,Miami,4520,340
FAC024,Milwaukee,2790,230
FAC024,Minneapolis,3340,240
FAC024,Nashville,1600,120
FAC024,New Orleans,1970,160
FAC024,New York,4880,360
FAC024,Oakland,5067.24338,430.655285
FAC024,Oklahoma City,2390,200
FAC024,Omaha,1843.552596,179.3612131
FAC024,Philadelphia,4060,310
FAC024,Phoenix,3800.796009,317.6830821
FAC024,Portland,5581.012131,476.4855255
FAC024,Raleigh,3120,250
FAC024,Sacramento,5055.372237,429.5963312
FAC024,San Antonio,2930,230
FAC024,San Diego,4494.513067,379.5654359
FAC024,San Francisco,5088.662341,432.5659425
FAC024,San Jose,5018.86379,426.3396308
FAC024,Seattle,5719.650619,488.8526366
FAC024,Tucson,3667.770706,305.8166896
FAC024,Tulsa,1860,150
FAC024,Virginia Beach,3710,310
FAC024,Washington,3800,290
FAC024,Wichita,1659.893128,156.5943572
FAC025,Albuquerque,2614.676498,211.8764477
FAC025,Arlington,1264.797828,96.90224621
FAC025,Atlanta,1832.544297,170.906666
FAC025,Austin,1256.674629,96.08254305
FAC025,Baltimore,4620.52858,374.4291595
FAC025,Boston,5686.157379,464.9195324
FAC025,Charlotte,2151.359694,208.2386303
FAC025,Chicago,2550.023837,266.9370354
FAC025,Cleveland,2829.945603,301.6367903
FAC025,Colorado Springs,2538.74101,265.5383899
FAC025,Columbus,2621.684937,275.8203125
FAC025,Dallas,1230.720004,93.46348985
FAC025,Denver,2459.299477,255.6906322
FAC025,Detroit,2850.778724,304.2193125
FAC025,El Paso,2247.370909,199.7043894
FAC025,Fort Worth,1284.563281,98.89675673
FAC025,Fresno,4407.46648,371.8005299
FAC025,Houston,800.0538433,50.00543327
FAC025,Indianapolis,2449.838385,254.5178132
FAC025,Jacksonville,1933.187245,182.6915391
FAC025,Kansas City,1973.939672,195.5242991
FAC025,Las Vegas,3741.486672,312.3924505
FAC025,Long Beach,3961.018737,331.9755943
FAC025,Los Angeles,3945.451766,330.5869578
FAC025,Louisville,2316.936725,238.0430136
FAC025,Memphis,1647.836762,149.2781778
FAC025,Mesa,3189.140538,263.1209522
FAC025,Miami,2346.266521,231.0614135
FAC025,Milwaukee,2665.37794,281.2365991
FAC025,Minneapolis,2620.743421,275.7035999
FAC025,Nashville,1913.565521,180.3939163
FAC025,New Orleans,1254.272676,103.1934513
FAC025,New York,5118.084856,416.6803196
FAC025,Oakland,4698.501665,397.7620398
FAC025,Oklahoma City,1603.143539,131.0443461
FAC025,Omaha,2226.827905,226.8729141
FAC025,Philadelphia,4888.400641,397.1761449
FAC025,Phoenix,3194.436363,263.5933611
FAC025,Portland,5625.783372,480.4793004
FAC025,Raleigh,3136.941564,291.7144132
